year	state	employee_position_clean	soc	employee_earliest_year_flag	min_state_year	statefe	stateyr	statefemale	femaleyr	socyr	statesoc	statesocyr	positionyr	stateposition	statepositionyr	socfemale	positionfemale	id	employee_salary_annual	female	employee_id	min_emp_year	log_salary_annual	policy_year	policy_month	treatment
2019	"SC"	"trades specialist"	"11-2021"	0	2014	30	215	59	13	65	11294	74508	1047159	259130	1020280	9	352800	11615.0	57935.8	1	77540	2014	10.967091	2019	1	0
2014	"CA"	"groundskeeper"	"37-3011"	0	2010	2	11	3	8	5392	835	6187	499056	69088	254156	926	167007	14782.0	33769.09	1	78506	2015	10.427301	2019	1	0
2016	"GA"	"systems analyst senior"	"15-1133"	1	2010	6	40	12	23	985	2039	14215	1013008	165536	625268	160	340057	9782.0	33769.09	1	78506	2015	10.427301	2019	1	0
2019	"IA"	"system analyst"	"15-1111"	0	2007	7	56	14	26	923	2487	18017	1011643	169505	652110	150	339633	4782.0	33769.09	1	78506	2015	10.427301	2019	1	0
2016	"CA"	"classroom teacher"	"25-2031"	1	2010	2	13	4	23	3048	628	4413	206712	30028	112256	513	70184	4479.0	126978.0	0	84662	2015	11.751769	2018	1	1
2017	"GA"	"kindergarten regular education teacher"	"25-2055"	0	2010	6	41	12	24	3116	2150	15118	587288	164225	617848	525	198088	14479.0	126978.0	0	84662	2015	11.751769	2018	1	1
2018	"CA"	"paraprofessional health"	"25-2051"	1	2010	2	15	4	25	3074	630	4433	716434	99730	365121	517	240933	24479.0	126978.0	0	84662	2015	11.751769	2018	1	1
2019	"WA"	"financial examiner"	"13-2061"	0	2013	35	254	69	13	847	13720	91027	459700	319362	1251512	137	154380	9479.0	126978.0	0	84662	2015	11.751769	2018	1	1
2015	"WI"	"assistant professor"	"25-1199"	0	2014	36	256	71	9	2980	14438	95326	89669	328526	1285139	500	30863	8972.0	80858.84	0	87196	2011	11.30046	2018	1	0
2016	"FL"	"biological scientist"	"19-1020"	0	2014	5	30	9	10	1701	1727	12180	138457	160272	596522	281	47602	3972.0	80858.84	0	87196	2011	11.30046	2018	1	0
2017	"CA"	"administrative analyst"	"43-9111"	1	2010	2	14	4	24	6723	945	7170	22861	5913	22414	1153	8327	13972.0	80858.84	0	87196	2011	11.30046	2018	1	0
2018	"TX"	"administrative business assistant"	"43-6011"	0	2014	32	224	64	25	6555	12317	79120	24178	260942	1023705	1127	8792	18972.0	80858.84	0	87196	2011	11.30046	2018	1	0
2014	"CA"	"carpenter"	"47-2031"	0	2010	2	11	3	8	6956	966	7346	167611	24423	90910	1195	57374	1980.0	89214.0	0	92800	2019	11.398793	2018	1	1
2015	"WI"	"probation and parole agent"	"21-1092"	0	2014	36	256	72	22	2377	14419	95221	770971	329757	1290630	395	259125	11980.0	89214.0	0	92800	2019	11.398793	2018	1	1
2019	"IA"	"administrat assistant "	"43-9061"	0	2007	7	56	14	26	6686	2811	21554	17758	165931	627753	1147	6699	6980.0	89214.0	0	92800	2019	11.398793	2018	1	1
2019	"CA"	"office technician "	"43-9022"	0	2010	2	16	4	26	6634	938	7107	703686	97584	358265	1139	236125	2741.0	102280.0	0	93189	2013	11.535469	2018	1	0
2016	"GA"	"bus driver"	"53-3022"	0	2010	6	40	12	23	9311	2402	17109	151746	162797	609826	1628	51794	6617.0	73510.0	0	95176	2012	11.205176	2018	1	0
2017	"MA"	"program coordinator"	"27-2012"	1	2010	13	96	26	24	3508	5232	36602	779465	196418	768785	597	261976	16617.0	73510.0	0	95176	2012	11.205176	2018	1	0
2019	"GA"	"paraprofessionalteacher aide"	"25-9041"	0	2010	6	43	12	26	3296	2161	15208	716713	164630	620216	557	241071	21617.0	73510.0	0	95176	2012	11.205176	2018	1	0
2014	"CA"	"counselor"	"41-9099"	1	2010	2	11	4	21	6047	890	6664	265541	38620	142833	1043	90457	11711.0	80174.15	0	95732	2013	11.291956	2018	1	0
2017	"NY"	"dep chief clerk"	"11-9199"	1	2011	26	186	52	24	483	9562	63228	295492	232426	918093	78	100418	21711.0	80174.15	0	95732	2013	11.291956	2018	1	0
2014	"CA"	"director of operations"	"11-3071"	0	2010	2	11	3	8	201	388	2265	347224	48866	180153	33	117234	22859.0	98845.68	0	97218	2011	11.501315	2018	1	0
2016	"UT"	"administrative law judge"	"23-1023"	0	2009	33	233	66	23	2511	12722	82210	24755	280356	1090082	417	9005	12859.0	98845.68	0	97218	2011	11.501315	2018	1	0
2017	"PA"	"associate professor"	"25-1199"	0	2014	29	207	57	11	2982	10976	72766	114941	251471	988174	500	39728	7859.0	98845.68	0	97218	2011	11.501315	2018	1	0
2018	"CA"	"resident care specialist"	"39-5094"	1	2010	2	15	4	25	5693	858	6392	837142	117461	431134	979	281862	15096.0	89262.51	0	97482	2011	11.409117	2018	1	0
2014	"GA"	"instructional specialist p"	"25-9011"	0	2010	6	38	12	21	3252	2159	15183	557818	164063	617112	551	187168	5908.0	85419.02	0	99184	2011	11.355324	2018	1	0
2015	"NJ"	"family service specialist"	"21-1021"	0	2010	24	169	48	22	2318	8928	58893	451531	222276	876181	385	151631	20908.0	85419.02	0	99184	2011	11.355324	2018	1	0
2016	"NY"	"bus operator"	"53-4041"	0	2011	26	185	51	10	9444	10165	67218	152897	230050	910185	1653	52252	15908.0	85419.02	0	99184	2011	11.355324	2018	1	0
2017	"IA"	"assistant auditor"	"13-2081"	0	2007	7	54	13	11	884	2484	17987	63983	166099	628924	143	22461	908.0	85419.02	0	99184	2011	11.355324	2018	1	0
2018	"CA"	"police officer"	"33-3051"	0	2010	2	15	4	25	5024	800	5897	749897	105115	385416	857	252124	10908.0	85419.02	0	99184	2011	11.355324	2018	1	0
2017	"GA"	"school food service worker"	"35-3041"	0	2010	6	41	12	24	5269	2251	15923	857330	165166	623161	905	288888	11168.0	24860.0	0	99429	2019	10.121016	2018	1	1
2018	"NC"	"correctional officer"	"33-3012"	0	2014	20	142	39	12	4974	7723	51393	260734	210785	832066	848	88828	6168.0	24860.0	0	99429	2019	10.121016	2018	1	1
2019	"CA"	"correctional officer"	"33-3012"	0	2010	2	16	3	13	4975	796	5860	260735	38236	141358	848	88828	16168.0	24860.0	0	99429	2019	10.121016	2018	1	1
2016	"GA"	"csm correctional officer"	"21-1092"	1	2010	6	40	11	10	2378	2111	14797	275152	163227	612288	394	93638	19942.0	48902.0	0	99448	2012	10.797574	2018	1	0
2017	"NY"	"cleaner"	"51-9199"	0	2011	26	186	51	11	9173	10145	67082	206944	231032	913514	1603	70293	4942.0	48902.0	0	99448	2012	10.797574	2018	1	0
2018	"CA"	"correctional officer"	"33-3012"	0	2010	2	15	3	12	4974	796	5859	260734	38236	141357	848	88828	14942.0	48902.0	0	99448	2012	10.797574	2018	1	0
2014	"UT"	"jr high teacher"	"25-2022"	0	2009	33	231	65	8	3024	12765	82644	583088	294622	1149560	508	196677	9818.0	67094.45	0	103139	2015	11.113856	2018	1	0
2015	"NJ"	"chrg nurs "	"29-1141"	0	2010	24	169	48	22	4122	9001	59462	200494	221101	870128	705	67994	4818.0	67094.45	0	103139	2015	11.113856	2018	1	0
2016	"CA"	"associate accounting analyst"	"13-2011"	0	2010	2	13	4	23	735	431	2661	106036	15991	59221	120	36587	2227.0	67094.45	0	103139	2015	11.113856	2018	1	0
2019	"IL"	"child protection advisoranced specialist"	"21-1021"	0	2014	9	68	18	26	2322	3464	25821	197508	172261	665560	385	67076	7227.0	67094.45	0	103139	2015	11.113856	2018	1	0
2015	"NJ"	"senior correction officer"	"33-3012"	0	2010	24	169	47	9	4971	9040	59780	883809	224598	888658	848	297354	646.0	67270.0	0	109060	2018	11.116469	2018	1	1
2017	"OH"	"correction officer"	"33-3012"	0	2010	27	195	53	11	4973	10394	69259	259453	248049	971182	848	88400	5646.0	67270.0	0	109060	2018	11.116469	2018	1	1
2018	"CA"	"attorney lv "	"23-1011"	0	2010	2	15	3	12	2461	576	3959	123865	17751	65798	408	42904	10646.0	67270.0	0	109060	2018	11.116469	2018	1	1
2014	"NY"	"staff nurse"	"29-1141"	0	2011	26	183	52	21	4121	9806	64837	963894	245132	960095	705	323905	2415.0	44546.44	0	109548	2012	10.704288	2018	1	0
2017	"NY"	"conductor revveh"	"53-6061"	1	2011	26	186	52	24	9587	10176	67301	239095	231661	915559	1678	81291	22415.0	44546.44	0	109548	2012	10.704288	2018	1	0
2018	"UT"	"investigator"	"43-4131"	1	2009	33	235	65	12	6328	13023	85093	571820	294205	1147677	1088	192692	7415.0	44546.44	0	109548	2012	10.704288	2018	1	0
2014	"NY"	"conductor revveh"	"53-6061"	0	2011	26	183	52	21	9584	10176	67298	239092	231661	915556	1678	81291	2186.0	49300.39	0	115643	2018	10.805687	2018	1	1
2015	"CA"	"clinical nurse"	"29-1141"	0	2010	2	12	4	22	4122	723	5232	212625	30845	115302	705	72211	7186.0	49300.39	0	115643	2018	10.722817	2018	1	0
2017	"SC"	"instructor"	"25-3021"	0	2014	30	213	60	24	3154	11389	75035	558565	258942	1019312	533	187448	17186.0	49300.39	0	115643	2018	10.805687	2018	1	1
2018	"NJ"	"lieutenant"	"33-2021"	1	2010	24	172	47	12	4938	9037	59756	620234	222946	879880	842	208502	22186.0	49300.39	0	115643	2018	10.805687	2018	1	1
2015	"WA"	"office assistant lead"	"43-4071"	0	2013	35	250	70	22	6275	14101	93356	701282	323177	1264994	1081	235367	5461.0	56510.0	0	116325	2017	10.942173	2018	1	1
2016	"CA"	"special nurse"	"29-1141"	0	2010	2	13	4	23	4123	723	5233	951129	133637	496278	705	319031	15461.0	56510.0	0	116325	2017	10.942173	2018	1	1
2018	"CA"	"instructor"	"25-3021"	0	2010	2	15	3	12	3155	638	4492	558566	78322	288096	532	187447	461.0	56510.0	0	116325	2017	10.942173	2018	1	1
2015	"CA"	"police officer"	"33-3051"	0	2010	2	12	4	22	5021	800	5894	749894	105115	385413	857	252124	9763.0	45826.0	0	117929	2012	10.732607	2018	1	0
2016	"CA"	"librarian"	"43-4071"	0	2010	2	13	4	23	6276	909	6837	614623	85908	315603	1081	206687	14763.0	45826.0	0	117929	2012	10.732607	2018	1	0
2018	"IN"	"building custod"	"37-2011"	0	2014	10	73	20	25	5350	3957	28436	147442	174583	675574	919	50491	4763.0	45826.0	0	117929	2012	10.732607	2018	1	0
2015	"CA"	"clerk typist"	"43-9022"	1	2010	2	12	4	22	6630	938	7103	208934	30425	113566	1139	70957	14200.0	90042.0	0	123740	2016	11.408031	2018	1	0
2017	"NY"	"office assistant"	"43-4071"	0	2011	26	186	52	24	6277	9957	65851	701136	240376	943911	1081	235317	24200.0	90042.0	0	123740	2016	11.408031	2018	1	0
2018	"CA"	"police projects specialist"	"11-9021"	0	2010	2	15	3	12	270	393	2315	750501	105249	385868	43	252358	19200.0	90042.0	0	123740	2016	11.408031	2018	1	0
2014	"CA"	"lead custodian"	"37-1011"	0	2010	2	11	3	8	5322	829	6131	599247	83536	306350	914	201914	16258.0	23664.0	0	125890	2019	10.071711	2018	1	1
2017	"TX"	"maintenance specialist"	"51-4041"	0	2014	32	223	63	11	8349	12429	79719	633600	271484	1058854	1451	212728	21258.0	23664.0	0	125890	2019	10.071711	2018	1	1
2019	"CA"	"staff services analyst general"	"43-1011"	1	2010	2	16	4	26	6065	891	6679	964605	135652	503124	1045	324145	11258.0	23664.0	0	125890	2019	10.071711	2018	1	1
2015	"CA"	"secretary"	"43-6014"	1	2010	2	12	4	22	6591	935	7076	865407	121801	446494	1133	291666	24737.0	49144.0	0	132775	2019	10.80251	2018	1	1
2016	"CA"	"head custodian"	"37-1011"	0	2010	2	13	3	10	5324	829	6133	504413	69841	257158	914	168688	14737.0	49144.0	0	132775	2019	10.80251	2018	1	1
2017	"IA"	"social worker"	"43-4051"	0	2007	7	54	14	24	6251	2781	21214	941509	169273	650563	1077	315590	19737.0	49144.0	0	132775	2019	10.80251	2018	1	1
2015	"CA"	"deputy public defender"	"23-1011"	1	2010	2	12	4	22	2458	576	3956	310689	44829	166116	409	105421	18689.0	59351.0	0	134986	2012	10.991224	2018	1	0
2016	"CA"	"food service technician"	"29-2051"	0	2010	2	13	3	10	4365	746	5409	475587	66172	243412	747	159288	8689.0	59351.0	0	134986	2012	10.991224	2018	1	0
2017	"NY"	"bus operator"	"53-4041"	0	2011	26	186	51	11	9445	10165	67219	152898	230050	910186	1653	52252	23689.0	59351.0	0	134986	2012	10.991224	2018	1	0
2019	"CA"	"nursing assistant"	"31-1014"	0	2010	2	16	4	26	4670	771	5636	695461	96337	353622	800	233370	13689.0	59351.0	0	134986	2012	10.991224	2018	1	0
2014	"WA"	"program manager "	"11-1011"	0	2013	35	249	70	21	8	13659	90611	780846	324329	1269381	2	262475	20899.0	97568.45	0	135845	2012	11.48831	2018	1	0
2015	"CA"	"assistant general counsel"	"23-1011"	1	2010	2	12	3	9	2458	576	3956	83408	13342	50059	408	28716	10899.0	97568.45	0	135845	2012	11.48831	2018	1	0
2017	"LA"	"assistant district attorney"	"23-1011"	0	2014	12	86	24	24	2460	4720	32867	80929	182014	698380	409	27960	899.0	97568.45	0	135845	2012	11.48831	2018	1	0
2018	"FL"	"juvenile justice detention officer"	"21-1092"	0	2014	5	32	10	25	2380	1765	12399	586004	161524	602943	395	197621	5899.0	97568.45	0	135845	2012	11.48831	2018	1	0
2019	"IN"	"secretary"	"43-6014"	0	2014	10	74	20	26	6595	4005	28653	865411	175428	679141	1133	291666	15899.0	97568.45	0	135845	2012	11.48831	2018	1	0
2015	"UT"	"coordinator"	"51-1011"	0	2009	33	232	66	22	8079	13158	86333	251034	286148	1114440	1401	85361	4022.0	96522.0	0	136065	2015	11.477527	2018	1	0
2016	"OR"	"human services specialist"	"21-1093"	0	2014	28	200	56	23	2391	10613	70869	534408	249652	981856	397	178780	9022.0	96522.0	0	136065	2015	11.477527	2018	1	0
2018	"FL"	"correctional officer"	"33-3012"	0	2014	5	32	9	12	4974	1847	12867	260734	160763	598964	848	88828	24022.0	96522.0	0	136065	2015	11.477527	2018	1	0
2019	"CA"	"secretary"	"43-6014"	0	2010	2	16	4	26	6595	935	7080	865411	121801	446498	1133	291666	19022.0	96522.0	0	136065	2015	11.477527	2018	1	0
2018	"IL"	"sec therapy aide"	"31-2022"	0	2014	9	67	18	25	4744	3550	26295	863327	173973	672974	812	291016	10417.0	75856.08	1	142152	2012	11.22808	2018	1	0
2014	"NY"	"certified nursing assistant"	"31-1131"	0	2011	26	183	52	21	4688	9851	65126	175896	230342	911221	804	60359	6398.0	50070.0	0	143587	2014	10.8211775	2018	1	0
2015	"NJ"	"police sergean"	"33-1012"	0	2010	24	169	47	9	4879	9033	59718	751333	223720	883934	833	252619	1398.0	50070.0	0	143587	2014	10.8211775	2018	1	0
2016	"WA"	"web graphics specialist"	"27-1014"	0	2013	35	251	69	10	3389	13914	92203	1100688	328080	1283413	574	369980	21398.0	50070.0	0	143587	2014	10.8211775	2018	1	0
2018	"CA"	"health program specialist"	"13-1111"	0	2010	2	15	4	25	648	424	2597	510306	70599	260226	106	170504	11398.0	50070.0	0	143587	2014	10.8211775	2018	1	0
2016	"IL"	"human services caseworker"	"21-1093"	1	2014	9	65	18	23	2391	3468	25842	533922	173053	668919	397	178628	19472.0	43322.36	0	144516	2012	10.676424	2018	1	0
2018	"NC"	"correctional sergeant"	"33-1011"	0	2014	20	142	39	12	4869	7717	51357	261290	210800	832122	831	89020	14472.0	43322.36	0	144516	2012	10.676424	2018	1	0
2019	"CA"	"environmental health specialist"	"19-4091"	1	2010	2	16	4	26	2176	552	3734	421267	58676	215331	361	141783	4472.0	43322.36	0	144516	2012	10.676424	2018	1	0
2014	"NY"	"medical assistant"	"31-9092"	0	2011	26	183	52	21	4777	9857	65172	665014	239746	941767	818	222945	12026.0	69745.35	0	145020	2016	11.152606	2018	1	1
2016	"CA"	"registered nurse"	"29-1141"	1	2010	2	13	4	23	4123	723	5233	827856	116503	427559	705	278746	22026.0	69745.35	0	145020	2016	11.152606	2018	1	1
2017	"SC"	"human services specialist"	"21-1093"	0	2014	30	213	60	24	2392	11371	74934	534409	258933	1019268	397	178780	7026.0	69745.35	0	145020	2016	11.152606	2018	1	1
2019	"CA"	"fish and game warden"	"33-3031"	0	2010	2	16	4	26	4999	798	5879	469263	65353	239993	853	157402	2026.0	69745.35	0	145020	2016	11.152606	2018	1	1
2014	"CA"	"medical facilities development manager"	"41-4011"	0	2010	2	11	4	21	5947	881	6592	666590	92597	339839	1025	223415	861.0	27796.0	0	148516	2014	10.232647	2018	1	0
2015	"NY"	"project assistant"	"43-9022"	1	2011	26	184	51	9	6630	9985	66058	785515	241635	948366	1138	264063	10861.0	27796.0	0	148516	2014	10.232647	2018	1	0
2018	"CA"	"social worker"	"43-4051"	0	2010	2	15	4	25	6252	907	6819	941510	132008	490387	1077	315590	15861.0	27796.0	0	148516	2014	10.232647	2018	1	0
2019	"GA"	"grade "	"25-3021"	1	2010	6	43	12	26	3156	2153	15150	493249	163869	615950	533	165166	20861.0	27796.0	0	148516	2014	10.232647	2018	1	0
2018	"CA"	"biological science technician step"	"19-4021"	1	2010	2	15	3	12	2094	545	3675	138417	19969	74539	346	47587	22741.0	42254.83	0	154032	2015	10.607327	2018	1	0
2014	"NY"	"senior him clerk"	"43-5071"	1	2011	26	183	51	8	6512	9976	65985	897191	243591	955070	1120	301448	17402.0	105115.2	0	154311	2015	11.562812	2018	1	0
2015	"CA"	"accountant"	"13-2011"	0	2010	2	12	4	22	734	431	2660	4967	2768	12851	120	1842	2402.0	105115.2	0	154311	2015	11.562812	2018	1	0
2017	"VT"	"correc servs specialist"	"13-1071"	0	2009	34	245	67	11	589	13348	88040	259269	308885	1209230	95	88337	12402.0	105115.2	0	154311	2015	11.562812	2018	1	0
2016	"PA"	"instructor"	"25-3021"	1	2014	29	206	57	10	3153	10985	72806	558564	255051	1003248	532	187447	7800.0	49189.0	0	157332	2012	10.803425	2018	1	0
2017	"GA"	"special ed paraproaide"	"25-9041"	0	2010	6	41	12	24	3294	2161	15206	949100	165436	624584	557	318304	12800.0	49189.0	0	157332	2012	10.803425	2018	1	0
2018	"GA"	"grade "	"25-3021"	0	2010	6	42	12	25	3155	2153	15149	493248	163869	615949	533	165166	2800.0	49189.0	0	157332	2012	10.803425	2018	1	0
2019	"CA"	"appraiser"	"41-9099"	1	2010	2	16	3	13	6052	890	6669	50853	10046	37317	1042	18033	22800.0	49189.0	0	157332	2012	10.803425	2018	1	0
2014	"CA"	"correctional nurse"	"33-3012"	0	2010	2	11	4	21	4970	796	5855	260680	38229	141331	849	88810	2265.0	48937.47	0	159194	2014	10.798299	2018	1	0
2016	"TX"	"correc officer"	"33-3012"	0	2014	32	222	63	10	4972	12201	78453	259261	265725	1039360	848	88335	7265.0	48937.47	0	159194	2014	10.798299	2018	1	0
2018	"GA"	"csm correctional officer"	"21-1092"	1	2010	6	42	12	25	2380	2111	14799	275154	163227	612290	395	93639	12265.0	48937.47	0	159194	2014	10.798299	2018	1	0
2014	"CA"	"council representative"	"27-1026"	1	2010	2	11	3	8	3465	665	4724	264692	38468	142318	588	90152	14239.0	65721.68	0	163189	2017	11.093184	2018	1	0
2016	"NJ"	"cottage training technician"	"25-1194"	0	2010	24	170	48	23	2968	8953	59099	264339	221354	871602	499	90027	4239.0	65721.68	0	163189	2017	11.093184	2018	1	0
2017	"GA"	"professor"	"25-1194"	0	2010	6	41	12	24	2969	2140	15024	775715	164849	621420	499	260757	19239.0	65721.68	0	163189	2017	11.093184	2018	1	0
2018	"CA"	"senior psychiatric technician safety"	"29-2053"	0	2010	2	15	4	25	4393	748	5429	910398	127543	471325	752	305562	9239.0	65721.68	0	163189	2017	11.093184	2018	1	0
2014	"CA"	"fire fighter"	"33-2011"	0	2010	2	11	3	8	4921	792	5818	463958	64580	236956	840	155753	16752.0	69624.0	0	165966	2014	11.153764	2018	1	0
2014	"CA"	"it technician"	"29-2051"	1	2010	2	11	3	8	4363	746	5407	578885	80932	296485	747	195272	6020.0	38208.8	0	168321	2016	10.550821	2018	1	0
2016	"PA"	"driver license examiner assistant"	"13-1041"	0	2014	29	206	58	23	564	10808	71815	381726	253792	997534	92	128490	11020.0	38208.8	0	168321	2016	10.550821	2018	1	0
2019	"OH"	"residential care supervisor"	"39-1021"	1	2010	27	197	54	26	5489	10410	69415	837574	248920	978136	943	282015	1020.0	38208.8	0	168321	2016	10.550821	2018	1	0
2015	"GA"	"nurse assistant al"	"31-1014"	0	2010	6	39	12	22	4666	2220	15667	694000	164541	619702	800	232892	11582.0	135423.62	0	173102	2015	11.816163	2018	1	0
2017	"ID"	"tax auditor ses"	"13-2011"	1	2014	8	60	16	24	736	2983	23204	1016014	171622	662813	120	341158	1582.0	135423.62	0	173102	2015	11.816163	2018	1	0
2018	"CA"	"registered nurse"	"29-1141"	1	2010	2	15	3	12	4125	723	5235	827858	116503	427561	704	278745	21582.0	135423.62	0	173102	2015	11.816163	2018	1	0
2015	"CA"	"midlevel practitioner"	"29-1062"	0	2010	2	12	4	22	3917	705	5074	675724	93819	344777	670	226538	20704.0	76025.52	0	181443	2013	11.238824	2018	1	0
2016	"GA"	"administrat support san tap"	"43-6011"	1	2010	6	40	11	10	6553	2319	16481	22133	162399	607771	1126	8086	704.0	76025.52	0	181443	2013	11.238824	2018	1	0
2017	"NY"	"staff assistant"	"43-6014"	0	2011	26	186	52	24	6593	9982	66036	962361	245111	960016	1133	323435	15704.0	76025.52	0	181443	2013	11.238824	2018	1	0
2018	"CA"	"student services professional"	"31-2012"	0	2010	2	15	4	25	4718	775	5672	981119	137498	510222	808	329531	10704.0	76025.52	0	181443	2013	11.238824	2018	1	0
2016	"IL"	"human services caseworker"	"21-1093"	1	2014	9	65	18	23	2391	3468	25842	533922	173053	668919	397	178628	1048.0	55779.0	0	181819	2016	10.9291525	2018	1	1
2017	"NC"	"electronics technician"	"49-2098"	1	2014	20	141	39	11	7625	7843	51997	401088	211706	834448	1321	134838	16048.0	55779.0	0	181819	2016	10.9291525	2018	1	1
2018	"MN"	"registered nurse"	"29-1141"	0	2011	17	124	34	25	4125	6519	44679	827858	204473	807239	705	278746	11048.0	55779.0	0	181819	2016	10.9291525	2018	1	1
2019	"GA"	"grade "	"25-3021"	0	2010	6	43	12	26	3156	2153	15150	493249	163869	615950	533	165166	21048.0	55779.0	0	181819	2016	10.9291525	2018	1	1
2015	"GA"	"engineerring technician"	"17-3029"	0	2010	6	39	11	9	1635	2070	14481	415157	163523	614032	271	139649	18109.0	41600.0	1	182444	2011	10.608007	2018	1	0
2014	"MA"	"plumber and steamfitter"	"47-2152"	1	2010	13	93	25	8	7152	5461	38600	746706	196117	767052	1232	251053	24190.0	83868.25	0	188958	2011	11.337003	2018	1	1
2015	"NY"	"maintainer"	"49-9043"	0	2011	26	184	51	9	7849	10068	66588	629569	238344	937034	1359	211584	9190.0	83868.25	0	188958	2011	11.337003	2018	1	1
2017	"NC"	"correctional officer"	"33-3012"	0	2014	20	141	39	11	4973	7723	51392	260733	210785	832065	848	88828	14190.0	83868.25	0	188958	2011	11.337003	2018	1	1
2019	"CA"	"classroom teacher"	"25-2031"	0	2010	2	16	4	26	3051	628	4416	206715	30028	112259	513	70184	22181.0	58600.0	0	189363	2016	10.973954	2018	1	1
2015	"CA"	"correctional officer"	"33-3012"	0	2010	2	12	3	9	4971	796	5856	260731	38236	141354	848	88828	6415.0	98241.0	0	193543	2014	11.500765	2018	1	0
2014	"WA"	"program assistant"	"39-9032"	0	2013	35	249	69	8	5777	14065	93124	778791	324258	1269103	994	261760	8888.0	52528.56	0	193944	2015	10.877539	2017	4	0
2014	"GA"	"grade "	"25-3021"	1	2010	6	38	12	21	3151	2153	15145	493244	163869	615945	533	165166	8848.0	78226.04	0	198255	2011	11.267358	2018	1	1
2015	"KS"	"equipment operator"	"53-7033"	1	2012	11	78	21	9	9647	4570	32037	425596	178419	687524	1689	143159	13848.0	78226.04	0	198255	2011	11.267358	2018	1	1
2017	"AZ"	"judge"	"27-2023"	0	2014	1	4	2	24	3542	169	978	583581	1021	5312	603	196833	3848.0	78226.04	0	198255	2011	11.267358	2018	1	1
2018	"CA"	"senior food service worker"	"35-1012"	0	2010	2	15	4	25	5155	812	6002	894993	125560	462344	881	300809	23848.0	78226.04	0	198255	2011	11.267358	2018	1	1
